Gender,Most Comfortable Language,Location of Secondary School,Science Stream,Type of Qualification Completed,Grades Obtained in Qualification,Frequency of Working with Classmates,Academic Year and Trimester,Year of Birth,English Proficiency,Interest in Studying Computer,Average Studying Hours per Week,CGPA,PROGRAMMING AND PROBLEM SOLVING,SOFTWARE AND REQUIREMENTS,TCP/IP NETWORK FUNDAMENTALS,PROBABILITY AND STATISTICS FOR COMPUTING,OBJECT-ORIENTED APPLICATION DEVELOPMENT,DATABASE SYSTEM FUNDAMENTALS,WEB APPLICATION DEVELOPMENT,SOFTWARE DESIGN,SOFTWARE TESTING,COMPUTER ETHICS AND PROFESSIONAL RESPONSIBILITY,INTRODUCTION TO COMPUTER ORGANISATION AND ARCHITECTURE,HUMAN COMPUTER INTERACTION DESIGN,OPERATING SYSTEMS,PROBLEM SOLVING WITH DATA STRUCTURES AND ALGORITHMS,SOFTWARE PROJECT MANAGEMENT,SOFTWARE CONSTRUCTION AND CONFIGURATION,WIRELESS APPLICATION DEVELOPMENT,ADVANCED WEB APPLICATION DEVELOPMENT,SOFTWARE QUALITY ASSURANCE,SOFTWARE ENTREPRENEURSHIP,PROJECT,MULTIMEDIA TECHNOLOGY,ARTIFICIAL INTELLIGENCE,TEAM PROJECT,PROGRAMMING WITH GAME ENGINES,ADVANCED DATABASE SYSTEMS,CLOUD COMPUTING,DIGITAL IMAGE PROCESSING,FUNDAMENTALS OF CYBERSECURITY,PARALLEL PROCESSING,DATA MINING,TCP/IP NETWORK ROUTING,SERVER CONFIGURATION AND MANAGEMENT,TCP/IP NETWORK APPLICATION DEVELOPMENT,NETWORK SECURITY MANAGEMENT
Male,English,Kuala Lumpur,No,Foundation in Art,Mostly A's,Very Often,Year 3 Trimester 1,2001,3,4,6,2.5577,B,B,B+,F,C,B+,C+,B+,B+,A+,B-,B+,B-,B-,B+,A-,C,C+,B,B+,B,A-,F,F,F,B+,B,C,B-,F,B+,C+,B,C+,B
Male,English,Perak,Yes,UEC (Unified Examination Certificate),Mostly C's,Sometimes,Year 3 Trimester 3,2002,5,4,-5,2.5358,C,B,C+,B+,B+,F,C+,C,B-,B+,B,B,C,B-,C,B-,B+,C+,B-,B,B-,C,A-,C,C+,C,F,B,C,B,B-,B-,B,B,A-
Male,Chinese,Malacca,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 2,2002,3,4,15,3.6922,A,B,B+,A,A,B+,A+,B,A+,A,B+,B+,A-,B+,B+,B,A+,A,B+,B-,A,A-,A,A,A+,A+,A,A-,A-,A-,A+,A,A+,A+,B
Male,Chinese,Penang,Yes,Foundation in Art,Mostly A's,Often,Year 1 Trimester 3,2004,3,4,3,3.4699,B,A,B,A,B,B+,A+,B,B,A,B,B,A-,A+,B,A,A-,A+,A,A-,B+,A+,A+,A+,A,A+,C+,A,B,B,A+,A-,B,C+,B
Male,Chinese,Sabah,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 1,2001,4,5,6,2.9009,C,A-,B,B+,B-,B,B+,B,B-,B,A-,A-,B,B-,A,C+,A,B-,B,B-,B,B+,C+,F,A-,C,B,A-,A,B-,C,A,C,C,B-
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2002,4,4,14,3.3396,A-,B+,A+,B,B,C+,B+,B-,B,C,A-,A,A,A-,B,C,B+,B,B,A-,A-,B,A+,A,B,A-,A+,B,B-,B,A,A-,B+,A+,A+
Male,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Sometimes,Year 3 Trimester 1,2003,4,4,-1,2.9914,B+,B,C+,A-,B+,B+,B+,B-,B-,B+,A-,A+,A-,B+,B+,B+,B+,A-,A-,A,F,B,B,B,B-,B,C,B+,B,B,A-,A,A,B,B-
Male,Chinese,Penang,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 2,2002,3,3,20,2.5722,C,A-,C+,B+,F,B-,B+,B-,B,A,B-,B-,B+,C,B,C+,C+,F,A+,B,B+,B,B,F,A,C+,A-,C+,C+,C,C+,C,C,B-,B-
Female,Chinese,Sabah,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2004,3,4,3,3.0022,B,B+,C,B-,C,C,B+,B-,B,A-,C,A+,A-,B+,B,B+,C,B+,B,A,A,B+,C+,B+,C+,B+,C+,A-,B,B-,B,B+,C,B+,C
Male,Chinese,Kedah,Yes,Foundation in Art,Mostly A's,Often,Year 2 Trimester 2,2002,4,4,11,3.8091,A+,A,A,A+,B+,A-,A,A-,A-,A+,A,A,A+,A,A,A,B+,A,A,A,A,B,A,B+,A+,B+,A+,A,A+,A-,B,A+,A-,A,B+
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Very Often,Year 3 Trimester 2,2003,4,4,13,2.8574,B,C+,B+,B-,B-,B-,B-,C,B+,C+,B+,B-,B+,B,C+,B+,B,B-,B-,C+,B-,C,B+,A,B+,B,B+,C+,B,B+,B-,B,A,C+,B-
Male,Chinese,Kelantan,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 2,2002,3,4,3,3.8977,A,A,A-,A,A+,A+,A+,A,A,A,A-,A,A,A-,B+,A+,A,A+,A,A-,A,B+,A+,A+,A-,A+,A,A,A,A+,A+,A,A-,A+,B+
Male,English,Penang,Yes,Diploma,Mostly B's,Sometimes,Year 3 Trimester 2,2001,4,4,13,3.1649,B+,A,C,C,B+,B+,A-,A,A+,A+,C,B,B-,C,A,A+,B-,B,A+,A+,A,A,B+,F,C,B,A-,B+,C,B,B+,B,C,B+,B+
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly A's,Often,Year 1 Trimester 3,2003,3,4,14,3.8922,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A+,A,A+,B+,A-,A-,A-,A-,A+,A,A,A-,A+,A+,A+,B+,A+,A+,A,A,A-
Female,Chinese,Kelantan,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 1,2002,5,4,6,3.8291,A,A+,A,A,A+,C,A,A+,A-,A+,A,A,A,A,A+,A,A+,B+,A+,A,A,A+,A+,A,A+,C,A,B,A+,A+,A,A,A,A-,A+
Male,English,Perak,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 1,2003,5,4,10,3.1879,B+,B-,B,B-,B-,B-,B,C,B+,A+,A+,A+,B+,A+,A+,B,B+,B-,C,C+,A,B+,A+,B,B,B,B+,B+,A-,A-,A,B,A+,F,B+
Female,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2000,5,4,14,3.6785,A,A+,A-,A-,A+,A+,B+,B,A+,B-,A+,B,A,A+,B-,A,A+,A+,B-,B,A,B,A-,B+,A+,A,A-,B,A,A+,A,A-,A,A,A
Male,English,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Never,Year 1 Trimester 2,2003,3,4,-3,3.4509,B-,B-,A,C,A-,A-,A+,A-,A+,A+,B-,B,A+,A-,B,A+,A+,A-,C+,B+,B,A-,A-,A+,A+,C+,A-,A+,A,B-,B+,A+,B,A,A
Male,English,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 2,2000,3,3,18,3.7414,B,A-,A,A,A,A-,A-,B,A,A-,A,A,A,A,B-,A-,B,A,A,B+,A,B+,A+,A+,A-,A,B+,A,A,A-,A-,A+,A+,A-,A+
Male,Chinese,Sarawak,Yes,Foundation in Science,Mostly C's,Often,Year 3 Trimester 3,2003,4,4,3,1.9195,C,F,F,C+,F,C,C,F,B+,B,B+,A-,B+,B-,A,B+,B+,C+,C,B,F,B,B,C,C,C+,C+,F,F,C+,C,C,B-,F,C+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 3 Trimester 2,2003,5,4,3,2.7349,B+,C,B+,B+,C,C+,B-,B-,C+,A+,A-,A-,B,B+,C,A-,C,C,C,C+,C,A+,C,B,B,C,C,B-,B,B+,B+,B-,B+,B-,B
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly C's,Sometimes,Year 3 Trimester 3,2003,3,4,9,2.4156,C,B+,B+,B+,F,F,C+,C+,B-,A,B+,A+,B,B,B-,C,F,C+,C,C,B,F,A-,B,B-,B-,C+,C+,C,B,F,B-,B+,B+,B-
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 2,2003,4,4,17,3.7384,B,B,A,A-,A-,A+,A,A,A,A,A,A,A,A,A,B-,A,A-,A+,A+,A,A,A,A,C,B+,B-,B+,A,A,A,A-,A+,A-,A
Female,Chinese,Sarawak,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2003,4,5,4,3.2138,A-,B,B+,B+,C,B+,B,A+,A-,A+,C,A,A+,B,A+,C+,B-,B-,B+,A+,B,B,A,A+,B+,B,A-,F,A+,A,B+,B-,A,B-,B
Female,English,Selangor,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 1,2004,5,3,20,3.6269,B,B+,A,B,A+,A,B,A-,A+,A,A+,A,A+,A+,C+,B,B+,B-,B+,A,A+,A-,A+,A+,A-,B+,A+,A+,A-,B-,B+,A+,A,A+,A-
Male,Chinese,Sabah,Yes,UEC (Unified Examination Certificate),Mostly C's,Sometimes,Year 1 Trimester 2,2002,2,4,1,3.6327,A-,A-,B,B,A,B+,A,A+,A+,A+,B+,A+,A+,B,A+,A-,A-,B+,A+,A+,B,A-,A,B+,B-,A,B+,A-,A-,A+,B,A,A,A,A+
Male,Chinese,Selangor,Yes,Diploma,Mostly A's,Very Often,Year 1 Trimester 3,2003,3,5,-3,3.4481,B+,A-,A,A,B,B,B-,B,A-,A-,A-,A,A,A-,A-,B-,B+,A-,A+,A+,B-,A,A,A,B,B+,B,A-,B+,A+,B+,B-,B+,A-,A
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly A's,Very Often,Year 3 Trimester 3,2002,5,4,14,2.65,A-,B-,C+,B-,B-,B+,C,F,C,B-,B+,C,B-,B,B,A-,B-,A-,B-,B,C+,C+,B,C,C+,B-,C+,B+,A-,B-,B-,C,A-,C+,B
Male,English,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 2,2002,3,4,7,3.7695,A,A,A,A,A,B+,A,A,A,A,A,A,A,A,A-,A-,A,A,A,B+,B-,A+,A,B+,A-,B,A,A,A+,A+,A+,A+,B,A,A+
Male,English,Sabah,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 1,2002,4,4,23,3.4934,A-,B-,B+,A-,A,A+,A+,B,A-,A+,A,B,A-,A+,B-,A+,A,B+,A,A+,B-,C,A+,B+,A,A,B,A-,A,B+,A,C+,A-,A,B
Female,Chinese,Perak,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 3,2002,3,4,17,3.1314,B+,B-,C+,C,B+,B,B,B-,A-,A+,C,B+,B,B,A+,A-,B,B+,B+,C,B-,A+,A,A-,A-,A+,C,B+,B,B,A,B,A-,B,B-
Female,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly A's,Never,Year 2 Trimester 1,2001,3,4,-3,3.1944,B,C,A-,B-,B,B+,B,A-,B+,B,B,A-,A+,A,C+,A+,B,B-,A+,C,B-,A+,B+,A-,B,A-,B,B-,B,A-,B+,A-,A-,B,B+
Male,Chinese,Perak,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 3 Trimester 3,2003,4,4,4,1.7321,F,C,C,C,F,B-,C+,C,C+,C+,C,B+,C,F,B,C+,B+,F,C,B-,B-,B-,C,F,B-,F,B,C+,C,F,F,C,F,F,C+
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 3,2003,3,4,9,3.4538,A-,A,B,B+,B,A-,A-,A-,B,A,A-,A+,A-,B+,B+,B,B+,B,A-,A,B-,B+,A-,A,B+,A,A-,A,A-,B+,A,A-,B-,A-,B
Male,English,Penang,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 2,2002,4,4,17,3.4332,B,A+,A,A-,B,A,A-,B+,B,B+,A,A+,A-,A,B+,A,A,B-,A+,A+,B,A-,A+,C,B+,B,A,B,B,B,B,B,A,B+,A-
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2001,3,5,17,3.1424,B+,B,B-,B-,B,B-,B+,B-,B-,A+,B+,A-,A-,B+,B+,B,B,A-,B-,B+,B+,A-,B,B+,B-,B-,C+,C+,A-,B,B,A,B,B+,B+
Male,Chinese,Malacca,Yes,Foundation in Science,Mostly B's,Very Often,Year 1 Trimester 3,2003,3,3,17,3.7411,A,A,A+,A-,A,A,A,B,A-,A-,A-,B-,A-,A,A+,B+,A,B,B+,A,A,A,A,B+,A+,A+,A+,A+,A,B,B,A-,A+,A,A
Male,Chinese,Kuala Lumpur,No,Foundation in Science,Mostly C's,Often,Year 2 Trimester 3,2001,4,4,2,2.0938,C+,B-,C,F,F,C,B-,C,B-,B,F,C,B+,B+,B,C+,C,C+,B,B,B,C,C,B+,C+,C,B-,F,F,B-,A-,F,C,C+,F
Male,English,Johor,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 1,1999,4,3,7,3.4306,B,A-,B-,B-,A+,C+,A-,B,A+,A,A+,A-,A,B,A+,B+,B,A-,B-,B-,A+,B+,B-,B+,B+,B+,B,A+,C+,A+,A+,B,A-,A,A-
Male,Chinese,Perak,Yes,Foundation in Science,Mostly C's,Sometimes,Year 3 Trimester 1,2004,2,4,1,2.3042,C+,F,C,B-,C+,C,C+,B-,A+,B,C+,B+,B-,C+,B+,B-,C+,F,A-,F,C+,F,B,C+,B-,B+,C,B-,C+,B,A-,F,C+,C+,B-
Female,English,Pahang,Yes,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 3,2004,4,4,9,3.7638,A,A-,B+,A-,A+,B+,A-,A,A,A,A+,A,A,A+,A-,A-,A+,A-,B+,B+,A+,A-,A+,A,A-,A+,B+,A,A,A,A+,A,B+,B-,B
Male,Chinese,Negeri Sembilan,Yes,UEC (Unified Examination Certificate),Mostly A's,Sometimes,Year 1 Trimester 3,2002,3,3,4,3.6927,B,A+,A,A,A,A+,A,A,A,A-,B,A,A,A+,B+,B-,A+,A,A,A-,B+,A-,B-,A-,A,A+,A+,A,A,A-,A,B-,A+,A-,B
Male,Chinese,Selangor,No,Diploma,Mostly C's,Sometimes,Year 2 Trimester 3,2001,4,3,2,3.0452,B+,A+,B-,C+,C+,B-,B+,B+,B-,B,B+,A-,A+,A-,A+,B,B,C+,A-,A-,B+,B,A-,C,B+,A-,B-,B+,C,C+,A+,B-,A,C+,F
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 1,2000,3,3,12,3.3703,B+,B+,B,A-,B,C,A+,A-,A,B-,A-,A-,A,A,B-,B+,B,B+,B+,B+,B,B,B-,A,A-,B+,A,A+,B+,B,A,B,C+,A,A
Male,English,Johor,Yes,Diploma,Mostly A's,Sometimes,Year 2 Trimester 3,2002,4,4,3,3.8977,A,A,A-,A,A,B+,A,A,A,A,A,A,A,A+,A+,A,A,A,A+,A-,A,A,A-,A,A+,B+,B,A,A-,A,A+,A,A,A-,A+
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly A's,Often,Year 2 Trimester 1,2000,4,4,10,3.7697,A,A,A,A-,A,A,A,A,A,A,B-,B,A+,A-,A,B+,A,A,A-,A,A+,A,B-,A+,A,A-,B,A+,A,A,B+,A,B-,A-,A+
Male,Chinese,Malacca,Yes,UEC (Unified Examination Certificate),Mostly B's,Never,Year 2 Trimester 1,2003,3,5,3,3.4705,C,A-,A+,A+,B,B-,A,A,A,A,A+,A+,A+,A+,A+,A+,A,A+,A,A+,B,A,B,A,A+,C,B,A-,B-,A+,B+,B,C,B-,B-
Male,Chinese,Sarawak,Yes,Foundation in Art,Mostly C's,Often,Year 2 Trimester 1,2001,4,4,5,3.0972,B-,C,C+,B-,B+,C,B,B,B+,A+,C,A-,A,A+,A-,A+,B,B,C,A-,A-,A+,A,C+,B+,B,F,B+,B-,B-,A+,B,A-,B,B+
Male,English,Pahang,Yes,Diploma,Mostly B's,Often,Year 3 Trimester 1,2002,4,6,15,3.6468,A+,A,A-,A-,A-,A-,A-,A,B+,A,A+,A,A+,B,A+,A,B+,B,A+,A+,B,A-,A,B+,B,B,A+,A+,B+,B+,A+,B+,A+,A,A+
Female,English,Kuala Lumpur,Yes,Foundation in Science,Mostly A's,Never,Year 1 Trimester 3,2004,5,3,6,3.8294,A,A+,A,A+,A,A-,A,B,A,A+,A,A,A,A,A+,A+,A-,A,A+,B+,A+,A+,A,A,B,B,A-,A+,A-,A,A+,B+,A,A-,A-
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2002,4,5,5,3.5588,A,A,B+,B-,B+,B+,A-,A-,A-,A-,A,A,A,A+,A-,B,B+,B,A,A,A+,A,A+,A-,A+,C+,B,B+,B,A-,A-,B+,A-,B-,B
Male,English,Penang,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 2,2000,5,3,14,3.2356,B+,B,A-,B,A-,B,B+,C,B+,C,A+,A-,A-,A+,B,B,A+,B,B,B,B+,C+,A+,A,C+,B-,B+,B+,A+,B,B+,B+,B+,B+,B
Female,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 1,2002,3,4,11,3.6245,A,B+,B,B,A+,C,A+,A-,A,A+,A-,A,A,A+,A-,A,B,B+,A+,A+,B-,A-,A+,B,A+,A+,A-,A-,A+,A+,A,A,A+,A+,B
Female,Chinese,Pahang,Yes,Foundation in Art,Mostly A's,Sometimes,Year 3 Trimester 2,2003,5,4,14,3.7581,A,A-,B-,A+,A+,B+,A+,B,A,A,A,A+,A,A,B,A,A-,A-,B,B,A+,A+,A+,A+,A,A+,A,B+,A+,A+,A,A-,B,A+,A+
Male,English,Sarawak,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 2,2003,4,4,15,3.2306,B,B+,A-,B+,B+,B,A-,B,B,B+,B+,B-,B-,B+,B+,B,B+,B,B-,B+,B,B+,A,A,B,A+,B-,A-,A,B,B,B,A-,B-,B+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 3,2000,5,4,19,1.6715,B,F,C,F,C,C,C+,F,C+,F,F,F,C,F,C,B+,C,B,F,C+,C,F,B+,C+,F,C,C+,C+,B,C,F,C+,C,B,C
Male,English,Johor,Yes,Foundation in Art,Mostly A's,Very Often,Year 2 Trimester 3,2002,3,4,9,2.9997,C,B-,C,B-,B,B+,B+,A-,A,A+,A-,B+,B,B,B+,A,B+,A,A-,A,B+,C+,B-,C+,B-,B,C+,C+,C,B+,B-,B-,C,C,C
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 1,2002,4,4,4,2.1448,B-,C,F,F,C+,F,C,C,C,B-,B-,B+,B,B+,C+,B,C,B,C+,F,C,C+,F,C+,B,C,C+,B,B,B+,A-,C+,F,C,B
Female,English,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2002,5,4,8,3.1653,B,A-,C+,A+,B+,C,A-,A-,B,A+,B-,B+,B,B+,B+,B+,B-,B-,B,A+,B,A,B,B,A-,B-,C+,B,B+,A-,A,B,B,C,B+
Female,Chinese,Malacca,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2001,3,3,2,3.5756,A-,B,A+,B-,B,C,A+,A+,A-,A+,A,A,A,A,B+,A-,A+,A+,A+,A+,A+,A+,A,B+,A,C,C,A+,B,B+,B+,B,A-,A,B+
Male,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2001,4,3,15,3.7982,A-,A-,A,A,A,A,A,A,A,A,A,A,A,A,A+,A-,B-,A-,B+,B+,A,B+,B+,A-,A+,A-,A-,A,A-,A+,A,A+,A,A-,B+
Male,English,Sabah,Yes,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 3,2002,5,4,5,3.4047,A-,A-,B-,B+,A-,B+,A-,A-,B,A,A-,A+,A+,B,B+,B,B+,B-,A,A+,A-,B,B+,A,B+,A,B+,B+,B,B,C+,C,A,B+,B+
Male,Chinese,Johor,Yes,Foundation in Science,Mostly A's,Often,Year 1 Trimester 2,2001,2,3,7,3.7667,A-,A,A,A+,A,B+,A,A,A,A,A,A,A,A,A,A+,A+,A+,B+,A,A,B-,A+,A+,B+,B-,A-,B,A,A-,B+,A-,A+,A+,B-
Male,Chinese,Kedah,Yes,Diploma,Mostly A's,Very Often,Year 2 Trimester 1,2002,3,3,8,3.8351,A,A,A,A,A,B+,A,A+,A,A,A,A,A,A,A+,A+,A+,A-,B,A,A-,A,A-,A+,B,B+,A,A,A,A-,A+,A,A-,B+,A
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 1,2002,3,3,10,3.4333,A+,B,B,B,A-,B,B+,B+,B+,A,B+,B,A+,B,B,A+,A+,A,B,B,A-,A+,B-,A-,B+,A+,B+,B,A+,B,A-,B-,A-,B,A-
Male,Chinese,Sarawak,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 1,2004,4,3,16,3.6614,A,A,A,B-,A+,B,A,B,A+,A-,A+,A+,A+,A+,A+,B+,A,B+,A+,A,B,A,A-,A,A+,B+,B-,A+,A-,A,A,B-,A-,A-,A
Male,English,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 2,2002,3,4,0,3.0904,B+,B+,B+,B+,B+,B-,B,C,B,B-,C+,B,B+,B+,C+,B,B,B,C,A-,B,A-,B,A-,B+,B,B+,B+,B+,B+,B,B-,A,A-,B+
Male,English,Selangor,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 1,2003,4,4,8,3.6412,A,A-,A+,A-,A+,B+,A,B+,A-,A-,A,A,A,A,B,B,A+,A+,A-,B,B,B+,A-,A,B+,A-,B,A,B+,A,B+,A-,A+,A+,A
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2002,4,5,8,3.5472,B+,A+,B+,B-,B,B-,A+,A,A-,A-,A,A+,A+,A-,A,B,A-,B,A,B+,A,A+,A,A+,B,B,A+,B+,C+,A,B,A+,A-,A-,C+
Male,Chinese,Perak,Yes,Foundation in Science,Mostly A's,Never,Year 2 Trimester 3,2003,4,5,-3,3.6359,A,B,B,B-,A+,B,A+,A-,A+,A+,A-,A,A+,A+,A,A,A+,A-,C+,A-,A-,B+,A-,B+,A-,A,B-,A,B,A,A,B+,B+,A,A
Male,English,Kedah,No,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 3,2002,3,4,-4,3.0544,C,A+,A-,B-,C,B-,B-,A-,B+,A-,B,A-,A-,A-,B+,A,C+,A-,A+,A-,C+,A+,B+,C,B,C,A,B+,C+,C+,B,C+,A-,B,B-
Male,English,Perak,Yes,Foundation in Art,Mostly A's,Very Often,Year 3 Trimester 3,2004,4,4,10,3.0232,B-,B+,A-,C,C+,B-,A-,A+,B,B,B,A-,B,B-,B+,B,A+,B,A,B+,A+,A-,B-,C+,C,F,C+,B,C,B,B-,A-,B,B-,B+
Male,English,Negeri Sembilan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 3,2003,3,4,5,3.3737,B,A-,B,B,A,C,A+,A+,A+,B,A+,A,A-,B,A-,B,B,B-,A+,B-,B,B,A+,B,A-,B-,A+,A,B+,A,B,B+,B,A,B
Male,English,Selangor,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 2,2002,5,4,16,3.2415,A-,B+,B,A-,B,A-,B+,C,B+,B,B+,B,B-,B+,C,A,A+,B,B,B,C+,B,A,B+,B,A+,A,A,A+,A+,B+,B+,B+,A-,B
Female,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 2 Trimester 3,2003,3,3,10,3.3109,A-,C,B,B,B+,B+,A-,B+,A-,B+,B-,B,B+,B,C,B-,B,A-,A-,A,A-,B-,A,C+,A+,B,B+,B+,B+,A,C+,A-,A+,A,A-
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly C's,Very Often,Year 2 Trimester 1,2004,3,3,15,3.2705,B-,A-,B-,B+,B,C+,A+,A-,A+,B,A-,A+,A-,B,B,B+,A,B+,A,A-,B+,C+,B,B,B-,C+,A+,B,C+,B,A-,B+,A-,A,C+
Female,Chinese,Malacca,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 3,2001,3,4,9,3.2649,B-,B+,B,C,B-,B+,A+,A,A,A+,B,A+,A,A+,A-,B+,C+,B-,A,A,B+,A+,B+,B,B+,B,B-,B-,B-,B-,C,A+,C+,A+,B
Male,English,Malacca,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 1,2000,3,4,0,3.7867,A,A-,A+,B+,A,B-,A,A,A,A-,A+,A,A,A,B+,B+,A,A,A,B+,A-,A,A+,B,A+,B,A,A+,A-,A,A+,A,A+,A,A-
Female,Chinese,Selangor,Yes,Foundation in Art,Mostly A's,Often,Year 2 Trimester 1,2000,4,4,10,3.7235,A,A,A+,A-,A-,B,A,A+,B,B,B+,A,A,A,C+,A,A,A,A+,A,A,B+,A,A-,B+,A,A-,A+,A+,B+,A+,C+,A+,A+,A+
Male,English,Perak,Yes,Foundation in Art,Mostly B's,Very Often,Year 3 Trimester 1,2003,4,4,15,2.7803,B+,C,C,C,B,C+,B+,C,B,B,B,A-,B-,B+,C,C,F,A-,B-,C,C+,B-,B,B+,B-,B,B+,A,C,B+,B,B,A,A+,B
Female,English,Selangor,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 2,2002,4,4,15,3.6494,B,A+,A+,B,A+,B,A+,A,A,A,A+,A,A+,B+,A,C+,A-,A,A,B+,A,A,B,A,B,B+,A+,A+,B+,A+,C,B-,A-,A,A
Male,Chinese,Negeri Sembilan,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 1,2003,4,4,4,3.7779,A,A-,A+,C,A+,B,A,A,A,A,A,A,A,A,A+,B+,B+,A,B+,A,A-,A+,A,A+,A+,A,B,A-,A+,A+,A-,A+,B+,A,A+
Male,Chinese,Sabah,Yes,Foundation in Art,Mostly C's,Sometimes,Year 1 Trimester 2,2003,3,4,1,3.7921,A,A+,A-,B+,A-,B,A,A,A,A,A,A,A,A,A,A+,B+,A,A,A+,A,A,A,B+,A+,A,B,B+,A+,A-,A-,B+,A-,A,B
Male,Chinese,Negeri Sembilan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2000,3,4,11,3.5397,A-,A-,A+,A,A-,B+,B,B-,B,A-,A,A,A,A,A,B,B+,A,B-,A-,B-,A-,A-,A,A,A,A-,B,A+,A-,A+,B-,A+,A-,A+
Male,Chinese,Pahang,Yes,UEC (Unified Examination Certificate),Mostly A's,Sometimes,Year 3 Trimester 1,2003,4,5,15,3.3594,B,B+,A+,A,A+,B,B,B,B,B-,A,A-,A+,A-,B,B+,A+,A,B,C,B-,B+,A+,A,B,A-,A-,C+,A+,B,A-,A+,B,A,B
